,pearson,spearman,mutual_info
precip_roll7,0.4815792766661671,0.5092288575880749,0.3011633693003679
cloud_mean_pct,0.4219831551736127,0.5876588273265645,0.2137909436430414
press_mean_hPa,-0.3904599279220459,-0.4969889346447937,0.163001813856833
rh_mean_pct,0.3333507493099651,0.43769134578393004,0.12737606270362534
precip_lag_1,0.27952762639711415,0.4772148664991015,0.11672314315879184
temp_mean_C,-0.08306444343431535,-0.11129579544972876,0.062051523946829334
wind_mean_ms,0.31125224867356915,0.25175430753306094,0.05669525737738734
temp_min_C,0.008058229550191164,-0.010192616802443958,0.05178425440602741
temp_max_C,-0.17723758572008985,-0.23672261361671199,0.04434662953672497
dew_point_C,0.04345837179256586,0.016905420713824858,0.036698051965648126
temp_mean_lag_1,-0.06726925713763769,-0.09939563883822389,0.03610141519108545
month,0.06903762241155809,0.003135117992076602,0.027138050775587175
month_cos,0.12725037056777144,0.11378580350065788,0.021608365518834383
precip_lag_3,0.09359100693295892,0.20282010328650327,0.014418315202125775
wind_dir_deg,0.07621217016413151,0.11163789524477818,0.009522097455130663
month_sin,-0.011657974703833542,0.042497875294077905,0.0
lat,,,0.0
lon,,,0.0
