,pearson,spearman,mutual_info
rh_mean_pct,0.4118702851929424,0.6277988242667799,0.2928388309945653
precip_roll7,0.48367021593962856,0.471857925455707,0.2559603247426514
cloud_mean_pct,0.36735030742264924,0.6204360482398149,0.25035377768852474
dew_point_C,0.23552861249870324,0.3752463291431586,0.11157411602760448
temp_min_C,0.20680887975836135,0.3367667068290928,0.10836950905070175
press_mean_hPa,-0.2859469934266559,-0.3873969366560839,0.09132696304086618
temp_mean_C,0.16767797405550716,0.28579684931316607,0.08842245766645895
precip_lag_1,0.3202412251670199,0.4394078405706675,0.08498409789385164
temp_mean_lag_1,0.1911695658898511,0.31100385394902386,0.07719665069227144
temp_max_C,0.10966186334756257,0.2095993308002712,0.056254811643380975
wind_mean_ms,0.1909622680638511,0.07986432738534084,0.050590991953739284
month,0.0012957867960979661,-0.01238555992092268,0.04721632714647672
month_cos,-0.17583938546625494,-0.25926831686185314,0.03424362546211768
month_sin,-0.06699780197133291,-0.06989594803825026,0.012961198385084138
precip_lag_3,0.09065896646514685,0.137063898383743,0.01028553379734376
lon,,,0.0008219178082153888
lat,,,0.0005479452054757417
wind_dir_deg,-0.0733599566200924,-0.08406473981970745,0.0
