,pearson,spearman,mutual_info
precip_roll7,0.5207811200455172,0.49213906143260094,0.21643373226624085
dew_point_C,0.2731613370927524,0.32287610751790796,0.07161729266195405
month,-0.16311108605813715,-0.1874636424791651,0.0691930063550048
temp_min_C,0.24995278490019338,0.32187046556751403,0.06707189607620201
temp_mean_lag_1,0.22611200386967958,0.2910268232869686,0.06125291014633394
cloud_mean_pct,0.1914497427841771,0.2878820533007671,0.06091611845466449
precip_lag_1,0.302907751012109,0.3271487171848176,0.05452924594538455
temp_mean_C,0.22566293281130437,0.2930032225950459,0.048139377030573804
temp_max_C,0.1962809070588276,0.2640188506980918,0.04648597506338703
precip_lag_3,0.15600902442066433,0.1721012397983204,0.03291011422868895
month_sin,0.19785419422810716,0.1996393840418074,0.023511999465462452
rh_mean_pct,0.168053150632777,0.11651505470947328,0.019574867567391685
wind_mean_ms,-0.161259550252367,-0.11916503110689652,0.018797772306793803
wind_dir_deg,0.08468360823523374,0.14871333466497366,0.014182402349935508
month_cos,0.13180560149511747,0.20616633975757065,0.01372157069707658
press_mean_hPa,-0.15629469394320905,-0.2070537267312446,0.010729555472159369
lat,,,0.0
lon,,,0.0
