,pearson,spearman,mutual_info
precip_roll7,0.5302771417092007,0.577065504259089,0.3038167738545141
cloud_mean_pct,0.3246850302542019,0.4472389095407475,0.12317107606196664
precip_lag_1,0.38691495491163136,0.5177638394974229,0.09757296102352253
temp_max_C,-0.21947757148159092,-0.40977531681079704,0.09401479076261943
month,-0.06179632800716169,-0.10815559235052834,0.07815784170918061
temp_mean_C,-0.13532690615077653,-0.2797155535530793,0.059779729983886476
temp_mean_lag_1,-0.18134286953667922,-0.31013096401382795,0.05030258792813669
wind_dir_deg,-0.14522581782743607,-0.15693370158560402,0.05029535202264679
rh_mean_pct,0.17311754160448467,0.22389342657479638,0.038560355390274914
press_mean_hPa,-0.22799702482938694,-0.07754594138368137,0.032743805569771745
month_cos,0.21766760155211273,0.30996143865298353,0.028053961336767408
wind_mean_ms,0.21727697366530743,0.14227505870367652,0.023405408743659706
precip_lag_3,0.19835213255064646,0.2691641994991849,0.023100559228758755
dew_point_C,-0.01874085142535787,-0.1291177534537111,0.012282493390737947
month_sin,0.14742775525209328,0.21175910890208613,0.011499196218119678
temp_min_C,-0.03382423902769396,-0.13840842392869832,0.001920972241642005
lon,,,0.0005480953685914614
lat,,,0.0
