,pearson,spearman,mutual_info
precip_roll7,0.5022624531305089,0.4869122716955902,0.2890164101642432
cloud_mean_pct,0.36368997375330975,0.5201606777796598,0.21728877002982738
rh_mean_pct,0.34143966735165104,0.5437769145309886,0.21414053005363964
dew_point_C,0.2811169119429421,0.4377368051831123,0.14656432653742968
press_mean_hPa,-0.3232611409513559,-0.47754452064957187,0.13972193175941605
temp_mean_C,0.2342561516149823,0.3641018344796276,0.10552550725829057
temp_min_C,0.2665553468204797,0.3961308718009878,0.10367995110496153
temp_mean_lag_1,0.25902813142083053,0.3862651468610554,0.08920587505721933
precip_lag_1,0.29953918087877296,0.3867008355538324,0.08082105644681015
month,0.056987847192398716,0.09508681032536641,0.0775408447493442
temp_max_C,0.18867331357525607,0.2974882662992726,0.05855072478420276
month_cos,-0.18064622605160946,-0.2715883217782987,0.05644023470774062
wind_mean_ms,0.2878170816079249,0.20208545139697767,0.04073509638625161
wind_dir_deg,-0.15503763688364927,-0.18202741170845133,0.029740410050210997
precip_lag_3,0.09320835936721937,0.20648135530959144,0.02572365032965873
lon,,,0.013160946507478677
month_sin,-0.15214685972550945,-0.16872155109775966,0.004250799041920494
lat,,,0.0008949384151293316
