,pearson,spearman,mutual_info
precip_roll7,0.4238563269398288,0.474184506574598,0.185673087674882
cloud_mean_pct,0.29372857105028105,0.46452707013793715,0.13961484778460065
press_mean_hPa,-0.31981523384846605,-0.46040197114871984,0.11484274973992648
rh_mean_pct,0.26665644250867165,0.36849775870711265,0.10613800451875743
precip_lag_1,0.21339956402731383,0.3616351534974504,0.06564554204181405
wind_dir_deg,0.10589816063910781,0.2265504640812981,0.052437132987401824
wind_mean_ms,0.19989021352474087,0.3152580726976179,0.0507034763126617
temp_max_C,-0.01693590025487274,-0.10701709565777329,0.04293378845937745
dew_point_C,0.14834855995739024,0.10705959375264956,0.03384863986540143
month_sin,-0.018718727842696962,0.011759714998629838,0.01622040826301152
temp_mean_lag_1,0.04314302442025795,-0.022948348591952557,0.016154714753667143
month,0.003782010666683814,-0.0077080148493057265,0.015765202296078584
temp_mean_C,0.023683010250413784,-0.0411383242570942,0.015097986207521785
precip_lag_3,0.03844576271213359,0.13514217528304717,0.011697170817340563
temp_min_C,0.09214469730251273,0.057360756237865886,0.007314686586689767
month_cos,-0.007040303511870155,0.06568966467073013,0.00027909926834635
lat,,,0.0002744230920814772
lon,,,0.0
