,pearson,spearman,mutual_info
cloud_mean_pct,0.3755733246233414,0.6328912314727452,0.26422228375759627
precip_roll7,0.4327312840116143,0.3835918315610232,0.20231159009627575
rh_mean_pct,0.3432468733407396,0.5443751682621175,0.17352469420741023
temp_mean_lag_1,0.13219289880369167,0.2474162573976729,0.06693794277839071
dew_point_C,0.16400187022552346,0.2826504427487064,0.0649928690279209
temp_min_C,0.13540855070798993,0.2551990704035791,0.05973593686137768
temp_mean_C,0.10154369194117843,0.206477935438997,0.05456347853883692
wind_dir_deg,-0.07492056927276136,-0.22790319330302167,0.04758384376320901
press_mean_hPa,-0.24104635779589806,-0.3222057456728582,0.04541028924202539
precip_lag_1,0.18565945574225615,0.32111614251517845,0.03346547545908507
temp_max_C,0.057273654919690775,0.14274562706514882,0.02195372042897681
month_sin,-0.0832886385287922,-0.10376346878332217,0.021909670871512077
month,0.038410129636054835,0.0466975586614869,0.02107482857304621
month_cos,-0.1017233299589787,-0.20571663993902384,0.015632062893388365
wind_mean_ms,0.19630233217115023,0.12756648938844345,0.011241067519744519
lat,,,0.0006849315068446771
lon,,,0.00022337863046129058
precip_lag_3,0.05179144212337544,0.08108930443885172,0.0
